74610,1799,2810,-1186
74620,1785,1269,379
74630,1792,1906,-179
74640,1788,1411,416
74650,1794,1940,-84
74660,1780,443,1333
74670,1788,1221,519
74680,1788,1160,500
74690,1790,1302,315
74700,1802,2437,-806
74710,1800,2115,-519
74720,1768,-1190,2672
74730,1768,-1130,2512
74740,1770,-874,2066
74750,1757,-2130,2976
74760,1765,-1224,1801
74770,1743,-3362,3631
74780,1732,-4294,4149
74790,1741,-3180,2728
74800,1738,-3321,2519
74810,1734,-3555,2486
74820,1750,-1777,508
74830,1746,-2088,603
74840,1746,-1983,279
74850,1752,-1284,-667
74860,1745,-1920,-300
74870,1761,-224,-1932
74880,1764,86,-2162
74890,1742,-2117,-41
74900,1754,-811,-1258
74910,1749,-1271,-802
74920,1754,-707,-1189
74930,1767,627,-2196
74940,1753,-803,-606
74950,1752,-863,-383
74960,1758,-220,-803
74970,1766,590,-1456
74980,1766,561,-1250
74990,1769,833,-1334
75000,1776,1491,-1807
75010,1775,1316,-1417
75020,1763,51,-133
75030,1768,548,-600
75040,1776,1321,-1143
75050,1777,1355,-1032
75060,1768,387,45
75070,1764,-32,509
75080,1760,-430,837
75090,1761,-308,749
75100,1768,406,118
75110,1778,1386,-754
75120,1786,2116,-1383
75130,1766,10,685
75140,1782,1610,-861
75150,1763,-369,994
75160,1764,-251,771
75170,1772,560,-6
75180,1788,2132,-1473
75190,1771,326,267
75200,1773,510,26
75210,1788,1984,-1340
75220,1790,2085,-1300
75230,1796,2581,-1595
75240,1784,1251,-162
75250,1802,2989,-1727
75260,1780,639,572
75270,1783,907,223
75280,1798,2362,-1074
75290,1792,1644,-354
75300,1788,1162,230
75310,1808,3103,-1487
75320,1798,1948,-240
75330,1796,1651,25
75340,1798,1768,4
75350,1793,1180,637
75360,1810,2821,-948
75370,1797,1380,445
75380,1792,811,897
75390,1818,3370,-1521
75400,1808,2202,-405
75410,1810,2292,-384
75420,1812,2377,-372
75430,1822,3258,-1193
75440,1801,995,1026
75450,1811,1946,127
75460,1786,-651,2475
75470,1792,-18,1711
75480,1780,-1217,2719
75490,1780,-1157,2463
75500,1768,-2299,3373
75510,1762,-2783,3484
75520,1762,-2644,3076
75530,1762,-2512,2723
75540,1764,-2187,2027
75550,1752,-3277,2752
75560,1744,-3913,2974
75570,1762,-1917,692
75580,1760,-2022,444
75590,1768,-1121,-597
75600,1764,-1465,-480
75610,1774,-391,-1536
75620,1750,-2772,659
75630,1762,-1433,-693
75640,1758,-1762,-404
75650,1770,-473,-1571
75660,1760,-1450,-506
75670,1773,-77,-1707
75680,1752,-2173,411
75690,1779,634,-2209
75700,1772,-96,-1265
75710,1787,1408,-2415
75720,1767,-662,-261
75730,1771,-229,-575
75740,1774,82,-806
75750,1782,878,-1446
75760,1764,-965,359
75770,1764,-917,434
75780,1780,728,-1067
75790,1772,-108,-120
75800,1760,-1302,1019
75810,1782,962,-1085
75820,1770,-285,149
75830,1773,28,-18
75840,1768,-472,409
75850,1778,550,-571
75860,1786,1323,-1349
75870,1770,-342,338
75880,1782,874,-805
75890,1772,-169,221
75900,1777,339,-322
75910,1774,22,59
75920,1786,1221,-996
75930,1790,1559,-1279
75940,1778,282,23
75950,1784,867,-417
75960,1788,1224,-756
75970,1794,1763,-1158
75980,1803,2575,-1800
75990,1803,2446,-1477
76000,1789,923,70
76010,1784,377,553
76020,1793,1258,-221
76030,1788,696,329
76040,1788,661,419
76050,1809,2728,-1487
76060,1812,2891,-1459
76070,1821,3647,-2053
76080,1810,2364,-717
76090,1808,2046,-281
76100,1812,2344,-480
76110,1818,2826,-856
76120,1812,2085,-93
76130,1812,1981,-29
76140,1825,3182,-1181
76150,1811,1623,424
76160,1831,3541,-1283
76170,1814,1664,620
76180,1804,581,1696
76190,1818,1952,411
76200,1818,1855,450
76210,1823,2262,1
76220,1824,2249,-78
76230,1816,1336,765
76240,1800,-330,2273
76250,1813,986,866
76260,1792,-1162,2750
76270,1778,-2505,3786
76280,1774,-2779,3743
76290,1770,-3040,3589
76300,1777,-2188,2483
76310,1780,-1779,1719
76320,1774,-2290,1966
76330,1764,-3175,2601
76340,1774,-2016,1178
76350,1759,-3416,2225
76360,1757,-3445,1874
76370,1772,-1773,-65
76380,1768,-2084,17
76390,1768,-1980,-196
76400,1760,-2681,259
76410,1768,-1747,-712
76420,1770,-1459,-930
76430,1777,-686,-1564
76440,1777,-652,-1439
76450,1774,-919,-1087
76460,1777,-573,-1353
76470,1786,355,-2105
76480,1778,-462,-1106
76490,1775,-739,-744
76500,1796,1397,-2560
76510,1774,-872,-119
76520,1797,1471,-2246
76530,1784,97,-728
76540,1803,1992,-2358
76550,1796,1192,-1300
76560,1786,133,-115
76570,1779,-573,650
76580,1788,355,-208
76590,1776,-862,995
76600,1802,1780,-1468
76610,1797,1191,-761
76620,1794,832,-369
76630,1784,-209,688
76640,1786,0,527
76650,1796,1000,-498
76660,1794,750,-140
76670,1779,-786,1246
76680,1796,952,-435
76690,1790,305,99
76700,1797,989,-599
76710,1800,1240,-775
76720,1805,1678,-1063
76730,1811,2194,-1457
76740,1805,1484,-591
76750,1799,810,18
76760,1818,2669,-1742
76770,1816,2336,-1308
76780,1792,-180,1210
76790,1818,2428,-1236
76800,1813,1807,-561
76810,1816,2016,-686
76820,1824,2716,-1152
76830,1829,3080,-1374
76840,1816,1626,167
76850,1810,944,845
76860,1815,1397,403
76870,1838,3627,-1697
76880,1816,1246,621
76890,1830,2583,-643
76900,1830,2454,-404
76910,1822,1532,442
76920,1833,2555,-566
76930,1827,1827,295
76940,1839,2936,-779
76950,1837,2589,-380
76960,1822,960,1178
76970,1852,3912,-1693
76980,1824,916,1157
76990,1834,1870,219
77000,1824,776,1302
77010,1841,2438,-289
77020,1833,1516,491
77030,1863,4440,-2219
77040,1841,2018,164
77050,1838,1617,509
77060,1836,1336,777
77070,1833,969,1038
77080,1824,21,1866
77090,1805,-1879,3446
77100,1798,-2485,3714
77110,1792,-2961,3928
77120,1801,-1913,2492
77130,1784,-3517,3800
77140,1794,-2341,2344
77150,1778,-3824,3520
77160,1773,-4133,3391
77170,1778,-3426,2354
77180,1789,-2155,643
77190,1776,-3347,1478
77200,1793,-1480,-595
77210,1774,-3306,920
77220,1772,-3341,668
77230,1792,-1173,-1578
77240,1796,-715,-1959
77250,1784,-1879,-754
77260,1780,-2185,-397
77270,1777,-2376,-237
77280,1780,-1957,-552
77290,1776,-2259,-244
77300,1800,253,-2485
77310,1809,1140,-3021
77320,1808,983,-2570
77330,1793,-565,-915
77340,1792,-637,-662
77350,1797,-105,-1102
77360,1805,700,-1641
77370,1804,564,-1245
77380,1784,-1463,763
77390,1796,-190,-474
77400,1802,419,-931
77410,1799,98,-458
77420,1793,-506,271
77430,1805,718,-775
77440,1805,682,-543
77450,1804,548,-389
77460,1815,1621,-1429
77470,1794,-559,648
77480,1808,868,-684
77490,1814,1424,-1103
77500,1804,353,-1
77510,1822,2135,-1688
77520,1801,-71,476
77530,1812,1032,-461
77540,1821,1880,-1170
77550,1826,2287,-1452
77560,1814,972,-80
77570,1812,723,250
77580,1833,2787,-1675
77590,1816,948,181
77600,1804,-299,1373
77610,1826,1916,-822
77620,1830,2220,-941
77630,1831,2208,-840
77640,1840,2998,-1525
77650,1824,1248,283
77660,1837,2486,-930
77670,1825,1162,476
77680,1828,1403,259
77690,1821,633,946
77700,1832,1701,-160
77710,1847,3116,-1432
77720,1844,2660,-847
77730,1852,3328,-1479
77740,1831,1061,794
77750,1847,2608,-558
77760,1834,1178,823
77770,1860,3719,-1617
77780,1837,1233,802
77790,1841,1571,369
77800,1850,2392,-375
77810,1856,2873,-830
77820,1850,2129,-22
77830,1850,2023,125
77840,1858,2721,-433
77850,1848,1585,694
77860,1868,3506,-1200
77870,1856,2131,139
77880,1878,4224,-1893
77890,1858,2013,380
77900,1858,1912,434
77910,1878,3817,-1293
77920,1860,1826,571
77930,1833,-964,3215
77940,1818,-2416,4401
77950,1802,-3896,5462
77960,1786,-5301,6322
77970,1788,-4835,5392
77980,1793,-4094,4242
77990,1807,-2489,2290
78000,1802,-2865,2369
78010,1803,-2621,1717
78020,1784,-4390,3051
78030,1796,-2971,1152
78040,1787,-3722,1521
78050,1803,-1936,-521
78060,1784,-3739,778
78070,1802,-1752,-1447
78080,1816,-265,-2888
78090,1785,-3351,136
78100,1804,-1284,-1757
78110,1794,-2219,-616
78120,1804,-1108,-1478
78130,1804,-1053,-1331
78140,1801,-1300,-1004
78150,1810,-335,-1801
78160,1804,-919,-1104
78170,1800,-1273,-542
78180,1805,-709,-955
78190,1794,-1773,238
78200,1816,514,-1886
78210,1812,89,-1205
78220,1818,684,-1638
78230,1818,650,-1543
78240,1811,-82,-592
