37305,1724,3310,-587,185,33850,15004,752,534
37315,1724,3145,-637,676,33882,15011,757,525
37325,1726,3188,-698,1442,33914,15025,765,529
37335,1720,2428,-633,570,33938,15031,757,535
37345,1721,2407,-662,541,33962,15037,757,532
37355,1708,986,-439,114,33972,15038,753,528
37365,1730,3137,-443,1108,34003,15049,763,532
37375,1718,1780,-340,953,34021,15058,762,533
37385,1736,3491,-408,505,34056,15063,758,531
37395,1734,3117,-522,580,34087,15069,759,529
37405,1714,961,-408,351,34097,15073,757,531
37415,1707,212,-296,433,34099,15077,758,526
37425,1704,-97,-18,-387,34098,15073,750,524
37435,1696,-892,142,-968,34089,15063,744,521
37445,1682,-2248,490,-419,34067,15059,749,525
37455,1665,-3835,923,-1098,34028,15048,742,521
37465,1683,-1843,1182,-744,34010,15041,745,521
37475,1665,-3551,1516,-1106,33974,15030,741,523
37485,1674,-2473,1704,-151,33950,15028,750,519
37495,1651,-4650,1996,-43,33903,15028,751,516
37505,1652,-4317,2158,-1341,33860,15014,738,516
37515,1674,-1901,2275,-874,33841,15006,742,514
37525,1666,-2606,2332,-230,33815,15003,748,517
37535,1654,-3676,2533,-1619,33778,14987,734,519
37545,1656,-3292,2643,-638,33745,14981,743,516
37555,1670,-1728,2496,-406,33728,14977,745,521
37565,1670,-1641,2288,-1286,33711,14964,736,520
37575,1645,-4059,2219,-421,33671,14960,744,512
37585,1666,-1756,1948,-500,33653,14955,743,509
37595,1677,-568,1539,-175,33648,14953,746,524
37605,1676,-640,1075,-266,33641,14950,745,518
37615,1653,-2908,913,-953,33612,14941,738,521
37625,1656,-2462,641,-605,33587,14935,741,520
37635,1678,-139,319,-1075,33586,14924,736,515
37645,1679,-32,-103,-621,33586,14918,740,515
37655,1680,68,-467,-290,33586,14915,743,516
37665,1664,-1534,-539,-476,33571,14910,741,524
37675,1680,142,-738,447,33572,14914,750,519
37685,1660,-1864,-835,-874,33554,14906,737,522
37695,1656,-2171,-853,468,33532,14910,750,521
37705,1684,736,-937,-54,33539,14910,745,516
37715,1682,500,-981,-551,33544,14904,740,521
37725,1677,-25,-1117,275,33544,14907,748,516
37735,1665,-1223,-1012,-37,33532,14907,745,522
37745,1683,637,-955,563,33538,14912,751,520
37755,1669,-794,-822,335,33530,14916,749,518
37765,1692,1545,-971,-181,33546,14914,744,523
37775,1673,-432,-955,-171,33542,14912,744,520
37785,1676,-110,-816,-763,33540,14905,738,525
37795,1699,2195,-834,-125,33562,14903,744,523
37805,1676,-214,-705,981,33560,14913,755,521
37815,1681,296,-711,-367,33563,14909,742,517
37825,1672,-618,-559,50,33557,14910,746,527
37835,1680,212,-596,47,33559,14910,746,523
37845,1668,-998,-571,245,33549,14913,748,521
37855,1668,-948,-375,533,33540,14918,751,528
37865,1670,-700,-226,-193,33533,14916,744,526
37875,1694,1733,-285,116,33550,14917,747,524
37885,1692,1447,-395,610,33564,14924,752,516
37895,1684,575,-328,1379,33570,14937,760,517
37905,1676,-253,-298,10,33568,14937,747,528
37915,1704,2558,-315,310,33593,14941,750,522
37925,1703,2330,-445,94,33617,14941,748,529
37935,1696,1514,-493,-309,33632,14938,744,525
37945,1708,2638,-470,1005,33658,14948,757,525
37955,1700,1707,-535,355,33675,14952,751,521
37965,1701,1721,-569,337,33692,14955,751,525
37975,1697,1235,-620,1120,33705,14967,759,527
37985,1704,1873,-660,-35,33724,14966,748,518
37995,1706,1979,-780,-33,33743,14966,748,525
38005,1704,1680,-858,-31,33760,14966,748,526
38015,1722,3396,-1009,569,33794,14971,754,525
38025,1712,2226,-926,541,33816,14977,754,529
38035,1716,2515,-889,1014,33842,14987,759,531
38045,1706,1389,-831,-36,33855,14986,749,525
38055,1728,3520,-955,765,33891,14994,757,531
38065,1711,1644,-776,-173,33907,14992,748,529
38075,1704,862,-578,635,33916,14999,756,526
38085,1716,2019,-518,203,33936,15001,752,530
38095,1728,3117,-455,-6,33967,15001,750,535
38105,1734,3562,-484,793,34003,15009,758,528
38115,1710,984,-350,954,34013,15018,760,529
38125,1735,3435,-410,1106,34047,15029,762,530
38135,1738,3563,-436,551,34083,15035,757,530
38145,1721,1685,-345,523,34099,15040,757,531
38155,1732,2700,-348,497,34126,15045,757,528
38165,1728,2165,-225,572,34148,15051,758,529
38175,1728,2057,-175,243,34169,15053,755,529
38185,1722,1354,-70,931,34182,15062,762,532
38195,1731,2186,-95,185,34204,15064,755,526
38205,1745,3477,-80,1175,34239,15076,765,530
38215,1743,3103,-156,17,34270,15076,754,530
38225,1735,2148,-208,716,34291,15083,761,529
38235,1729,1441,-140,980,34306,15093,764,530
38245,1738,2268,-60,831,34328,15102,763,531
38255,1724,755,129,-110,34336,15100,754,529
38265,1719,217,182,-704,34338,15093,748,529
38275,1712,-492,419,-869,34333,15085,746,527
38285,1692,-2468,762,174,34309,15086,756,521
38295,1681,-3445,1024,-534,34274,15081,749,521
38305,1677,-3672,1335,-1007,34237,15071,744,520
38315,1680,-3189,1560,-957,34205,15061,744,524
38325,1670,-4029,1808,-909,34165,15052,744,521
38335,1670,-3828,1978,-1364,34127,15039,739,523
38345,1671,-3536,2154,-695,34091,15032,745,519
38355,1666,-3860,2406,-761,34053,15024,744,522
38365,1658,-4467,2633,-723,34008,15017,744,513
38375,1670,-3043,2673,-1286,33978,15004,738,519
38385,1656,-4291,2726,-622,33935,14998,744,514
38395,1676,-2076,2671,-1191,33914,14986,738,516
38405,1669,-2673,2552,-231,33887,14984,747,518
38415,1675,-1939,2342,-20,33868,14983,749,523
38425,1682,-1142,2047,-119,33857,14982,748,518
38435,1664,-2885,1760,-113,33828,14981,748,519
38445,1665,-2641,1419,-807,33801,14973,741,516
38455,1678,-1208,1006,132,33789,14974,750,519
38465,1660,-2948,766,-873,33760,14966,740,521
38475,1672,-1601,419,-530,33744,14960,743,518
38485,1688,78,13,-303,33744,14957,745,514
38495,1669,-1825,-213,-688,33726,14950,741,517
38505,1678,-833,-481,145,33718,14952,749,514
38515,1664,-2192,-655,-1161,33696,14940,736,515
38525,1673,-1182,-770,396,33684,14944,751,522
38535,1676,-823,-951,-323,33676,14941,744,523
38545,1679,-482,-982,-207,33671,14939,745,516
38555,1674,-957,-997,503,33662,14944,752,518
38565,1688,489,-1040,-221,33666,14942,745,520
38575,1677,-634,-949,-310,33660,14939,744,521
38585,1677,-603,-965,104,33654,14940,748,522
38595,1688,527,-1029,-1100,33659,14929,736,520
38605,1676,-699,-924,454,33652,14933,751,516
38615,1675,-764,-923,31,33645,14933,747,522
38625,1677,-525,-854,130,33639,14935,748,518
38635,1675,-699,-682,23,33632,14935,747,522
38645,1688,635,-722,-477,33639,14930,742,518
38655,1690,803,-714,-153,33647,14929,745,524
38665,1676,-636,-704,-145,33640,14927,745,521
38675,1694,1194,-746,-438,33652,14923,742,523
38685,1687,435,-723,-416,33657,14919,742,519
38695,1696,1313,-735,-95,33670,14918,745,521
38705,1694,1048,-760,608,33680,14924,752,521
38715,1689,495,-663,-421,33685,14920,742,519
38725,1697,1271,-686,-300,33698,14917,743,525
38735,1696,1107,-698,914,33709,14926,755,521
38745,1704,1851,-693,568,33728,14931,752,523
38755,1710,2359,-792,640,33751,14938,753,522
38765,1698,1041,-809,-391,33762,14934,743,524
38775,1701,1289,-824,-171,33775,14932,745,524
38785,1700,1125,-828,836,33786,14941,755,525
38795,1709,1968,-803,294,33805,14943,750,524
38805,1702,1170,-721,580,33817,14949,753,521
38815,1698,711,-704,951,33824,14959,757,521
38825,1706,1475,-626,-96,33839,14958,747,528
38835,1712,2002,-632,-391,33859,14954,744,523
38845,1714,2102,-590,327,33880,14957,751,524
38855,1708,1396,-527,11,33894,14957,748,523
38865,1712,1727,-517,410,33911,14961,752,528
38875,1730,3440,-569,190,33946,14963,750,522
38885,1705,768,-462,880,33953,14972,757,523
38895,1726,2830,-445,836,33982,14981,757,523
38905,1710,1089,-297,-305,33993,14977,746,527
38915,1717,1734,-284,-189,34010,14976,747,525
38925,1734,3347,-362,819,34043,14984,757,522
38935,1729,2680,-408,878,34070,14993,758,525
38945,1708,446,-260,634,34075,14999,756,528
38955,1705,123,-151,1203,34076,15011,762,528
38965,1727,2317,-218,542,34099,15016,756,526
38975,1736,3101,-280,415,34130,15021,755,531
38985,1720,1346,-200,494,34144,15025,756,531
38995,1721,1379,-122,770,34157,15033,759,529
39005,1724,1610,-107,931,34174,15042,761,529
39015,1732,2329,-120,685,34197,15049,759,526
39025,1741,3113,-83,850,34228,15058,761,530
39035,1716,457,-47,708,34233,15065,760,524
39045,1732,2035,12,672,34253,15072,760,531
39055,1720,733,48,539,34260,15077,759,531
39065,1748,3496,-52,112,34295,15078,755,531
39075,1724,921,105,406,34304,15082,758,523
39085,1733,1775,151,186,34322,15084,756,529
39095,1734,1786,60,-222,34340,15082,752,529
39105,1716,-102,77,388,34339,15086,758,527
39115,1701,-1597,315,-431,34323,15081,750,523
39125,1714,-217,492,690,34321,15088,761,519
39135,1703,-1306,615,-344,34308,15085,751,530
39145,1696,-1941,771,-726,34288,15078,747,520
39155,1686,-2844,983,-890,34260,15069,745,522
39165,1682,-3102,1232,-946,34229,15059,744,519
39175,1684,-2746,1486,-798,34201,15051,745,517
39185,1686,-2409,1528,-358,34177,15048,749,518
39195,1682,-2689,1677,-1240,34150,15035,740,522
39205,1669,-3854,1798,-878,34112,15026,743,521
39215,1674,-3161,2020,-1034,34080,15016,741,518
39225,1679,-2503,2021,-583,34055,15010,745,524
39235,1681,-2178,2045,-754,34033,15003,743,517
39245,1674,-2769,2082,-616,34006,14997,744,518
39255,1680,-2031,1937,-685,33985,14990,743,514
39265,1684,-1529,1676,448,33970,14994,754,519
39275,1669,-2953,1604,-573,33941,14988,744,519
39285,1683,-1405,1369,-245,33927,14986,747,512
39295,1673,-2335,1165,-432,33903,14982,745,516
39305,1684,-1118,848,-511,33892,14977,744,519
39315,1676,-1862,594,-285,33873,14974,746,512
39325,1691,-269,293,-471,33871,14969,744,516
39335,1688,-556,55,-747,33865,14962,741,519
39345,1676,-1728,-97,-610,33848,14955,742,518
39355,1686,-641,-365,-279,33841,14953,745,522
39365,1672,-2009,-461,-365,33821,14949,744,521
39375,1706,1490,-714,52,33836,14950,748,519
39385,1690,-183,-808,-650,33834,14943,741,523
39395,1682,-974,-859,-617,33825,14937,741,517
39405,1699,774,-957,213,33832,14939,749,519
39415,1691,-64,-959,402,33832,14943,751,522
39425,1672,-1961,-914,-217,33812,14941,745,521
39435,1700,936,-947,93,33822,14942,748,520
39445,1688,-310,-949,-511,33818,14937,742,518
39455,1699,805,-942,314,33826,14940,750,517
39465,1696,465,-958,198,33831,14942,749,520
39475,1687,-457,-818,288,33827,14945,750,520
39485,1697,564,-769,374,33832,14948,751,517
39495,1685,-663,-716,-144,33826,14947,746,519
39505,1682,-930,-587,-537,33816,14942,742,520
39515,1683,-783,-560,389,33808,14945,751,517
39525,1689,-144,-366,-129,33807,14944,746,517
39535,1699,862,-356,-223,33816,14942,745,518
39545,1678,-1280,-265,287,33803,14945,750,519
39555,1703,1283,-238,-126,33816,14944,746,523
39565,1700,919,-245,79,33825,14944,748,520
39575,1691,-26,-312,-224,33825,14942,745,520
39585,1695,375,-225,86,33828,14943,748,525
39595,1700,856,-257,182,33837,14945,749,520
39605,1712,2013,-294,173,33857,14947,749,521
39615,1694,112,-240,664,33858,14953,754,526
39625,1706,1307,-318,31,33871,14954,748,519
39635,1712,1841,-363,629,33890,14960,754,523
39645,1703,849,-422,798,33898,14968,756,527
39655,1727,3207,-636,58,33930,14968,749,527
39665,1710,1346,-712,455,33944,14973,753,526
39675,1713,1579,-746,-67,33959,14972,748,522
39685,1698,0,-616,-163,33959,14971,747,526
39695,1706,800,-672,-55,33967,14970,748,529
39705,1727,2860,-690,247,33996,14973,751,519
39715,1721,2117,-681,434,34017,14977,753,524
39725,1718,1711,-709,913,34034,14986,758,528
39735,1712,1025,-659,567,34045,14992,755,529
39745,1711,874,-573,239,34053,14994,752,526
39755,1714,1130,-435,427,34065,14998,754,524
39765,1713,974,-408,405,34074,15002,754,522
39775,1734,3025,-439,785,34105,15010,758,522
39785,1718,1274,-326,846,34117,15019,759,526
39795,1732,2610,-366,-96,34143,15018,750,525
39805,1729,2180,-244,1008,34165,15028,761,527
39815,1736,2771,-288,758,34193,15035,759,524
39825,1729,1932,-267,320,34212,15039,755,529
39835,1738,2735,-389,204,34240,15041,754,527
39845,1728,1598,-387,294,34256,15044,755,532
39855,1725,1219,-237,179,34268,15045,754,529
39865,1737,2358,-217,570,34291,15051,758,528
39875,1728,1340,-165,541,34305,15057,758,526
39885,1729,1373,-162,1214,34319,15069,765,532
39895,1731,1504,-176,-145,34334,15067,752,527
39905,1724,729,-119,361,34341,15071,757,524
39915,1729,1192,-106,843,34353,15079,762,526
39925,1730,1233,25,301,34365,15082,757,525
39935,1714,-428,145,-13,34361,15082,754,520
39945,1719,92,301,-313,34362,15079,751,523
39955,1702,-1611,530,2,34346,15079,754,523
39965,1688,-2931,854,-297,34316,15076,751,525
39975,1684,-3184,1115,-682,34285,15069,747,521
39985,1676,-3825,1430,-748,34246,15062,746,519
39995,1680,-3233,1606,-411,34214,15058,749,517
40005,1697,-1372,1628,-1090,34200,15047,742,512
40015,1690,-2003,1747,-1336,34180,15033,739,513
40025,1674,-3503,1879,-1469,34145,15019,737,522
40035,1678,-2928,1954,-95,34116,15018,750,517
40045,1695,-1082,1900,-191,34105,15016,749,518
40055,1692,-1327,1804,-1381,34092,15002,737,519
40065,1684,-2061,1772,-412,34071,14998,746,517
40075,1702,-158,1617,-391,34070,14994,746,520
40085,1678,-2550,1510,-472,34044,14989,745,518
40095,1685,-1723,1385,-748,34027,14982,742,516
40105,1684,-1736,1164,-211,34009,14980,747,523
40115,1680,-2050,905,-500,33989,14975,744,517
40125,1684,-1547,625,-1075,33974,14964,738,519
40135,1681,-1770,356,78,33956,14965,749,519
40145,1704,618,6,-625,33962,14958,742,517
40155,1689,-912,-104,105,33953,14959,749,523
40165,1710,1233,-366,0,33965,14959,748,520
40175,1716,1771,-718,300,33983,14962,751,524
40185,1700,82,-888,-414,33984,14958,744,524
40195,1698,-121,-905,105,33983,14959,749,522
40205,1700,84,-936,500,33983,14964,753,523
40215,1700,80,-993,-24,33984,14964,748,528
40225,1709,976,-971,76,33994,14965,749,522
40235,1696,-372,-999,73,33990,14966,749,522
40245,1696,-353,-959,-830,33987,14957,740,522
40255,1716,1664,-1039,-189,34003,14955,746,525
40265,1701,80,-1029,120,34004,14957,749,525
40275,1693,-723,-935,-285,33997,14954,745,528
40285,1706,612,-944,128,34003,14955,749,525
40295,1704,382,-796,-677,34007,14948,741,522
40305,1716,1563,-821,656,34022,14955,754,523
40315,1703,185,-629,123,34024,14956,749,520
40325,1696,-524,-388,617,34019,14962,754,527
40335,1717,1601,-407,186,34035,14964,750,519
40345,1696,-578,-302,176,34029,14966,750,519
40355,1719,1750,-336,-31,34047,14966,748,527
40365,1708,563,-299,169,34052,14967,750,521
40375,1698,-465,-146,561,34048,14973,754,518
40385,1709,658,-162,733,34054,14980,756,525
40395,1713,1025,-201,-403,34065,14976,745,526
40405,1716,1273,-140,616,34077,14982,755,528
40415,1708,410,-134,885,34082,14991,758,526
40425,1712,789,-204,341,34089,14995,753,522
40435,1726,2150,-280,24,34111,14995,750,533
40445,1725,1942,-349,723,34130,15002,757,530
40455,1732,2545,-386,-12,34156,15002,750,529
40465,1724,1618,-442,-112,34172,15001,749,522
40475,1738,2937,-608,-6,34201,15001,750,529
40485,1729,1890,-568,1293,34220,15014,763,528
40495,1736,2496,-698,229,34245,15016,753,526
40505,1724,1171,-594,317,34257,15019,754,531
40515,1728,1512,-590,801,34272,15027,759,525
40525,1725,1137,-616,561,34283,15033,757,526
40535,1736,2180,-634,333,34305,15036,755,531
40545,1734,1871,-610,716,34324,15043,759,531
40555,1725,877,-503,480,34333,15048,757,529
40565,1728,1133,-469,656,34344,15055,759,527
40575,1740,2277,-486,1024,34367,15065,763,529
40585,1751,3263,-480,1172,34399,15077,765,531
40595,1728,800,-336,814,34407,15085,762,532
40605,1726,560,-148,473,34413,15090,759,528
40615,1728,732,-44,649,34420,15096,761,525
40625,1746,2495,12,-482,34445,15091,750,530
40635,1746,2370,8,541,34469,15097,760,530
40645,1743,1951,56,814,34489,15105,763,529
40655,1745,2054,16,473,34509,15109,760,525
40665,1764,3851,-114,950,34548,15119,765,532
40675,1757,2959,-210,1302,34577,15132,769,528
40685,1762,3311,-261,837,34610,15140,765,528
40695,1760,2945,-307,695,34640,15147,764,530
40705,1752,1998,-350,660,34660,15154,764,529
40715,1755,2198,-388,627,34682,15160,764,532
40725,1753,1888,-337,596,34701,15166,764,538
40735,1771,3594,-337,366,34737,15170,762,531
40745,1745,814,-311,-251,34745,15167,756,531
40755,1737,-26,-239,-239,34744,15165,756,534
40765,1723,-1425,-68,-227,34730,15163,756,529
40775,1728,-853,168,84,34722,15164,759,529
40785,1726,-1010,391,-920,34712,15154,749,527
40795,1716,-1960,634,-874,34692,15146,749,520
40805,1703,-3162,937,-1130,34660,15134,746,522
40815,1703,-3004,1308,-1473,34630,15120,742,526
40825,1713,-1854,1514,199,34612,15122,758,526
40835,1690,-4061,1853,-1210,34571,15109,744,517
40845,1692,-3658,2106,-749,34535,15102,748,523
40855,1685,-4175,2298,-612,34493,15096,749,520
40865,1690,-3466,2426,-1681,34458,15079,738,518
40875,1696,-2693,2463,-497,34431,15074,749,524
40885,1694,-2758,2589,-572,34404,15068,748,521
40895,1696,-2420,2492,-143,34379,15067,752,524
40905,1690,-2899,2362,-436,34350,15062,749,517
40915,1700,-1754,2069,-1214,34333,15050,741,523
40925,1698,-1867,1833,-754,34314,15043,745,522
40935,1700,-1573,1579,-1016,34298,15033,742,521
40945,1690,-2494,1338,34,34274,15033,752,524
40955,1714,30,886,32,34274,15033,752,524
40965,1712,-171,502,-369,34272,15030,748,518
40975,1700,-1363,296,-650,34258,15023,745,523
40985,1701,-1194,-21,-218,34247,15021,749,522
40995,1708,-435,-319,-907,34242,15012,742,524
41005,1706,-613,-596,-261,34236,15009,748,518
41015,1706,-582,-790,-448,34230,15005,746,522
41025,1708,-353,-917,473,34227,15009,755,523
41035,1704,-735,-986,50,34219,15010,751,525
41045,1724,1300,-1137,-52,34232,15009,750,523
41055,1719,735,-1254,-149,34240,15008,749,524
41065,1700,-1200,-1161,-442,34228,15004,746,524
41075,1705,-640,-1103,-420,34221,14999,746,522
41085,1708,-308,-1039,-899,34218,14990,741,522
41095,1719,806,-1094,245,34226,14993,752,518
41105,1700,-1133,-871,233,34215,14995,752,527
41115,1724,1322,-831,721,34228,15002,757,518
41125,1710,-142,-769,585,34227,15008,756,520
41135,1700,-1135,-643,-43,34215,15008,750,520
41145,1707,-379,-530,158,34212,15009,752,527
41155,1704,-660,-427,-249,34205,15007,748,523
41165,1721,1072,-442,163,34216,15009,752,517
41175,1712,119,-387,554,34217,15014,756,526
41185,1708,-287,-338,-272,34214,15011,748,524
41195,1720,927,-251,440,34223,15016,755,524
41205,1714,281,-178,318,34226,15019,754,529
41215,1709,-232,-198,-297,34224,15016,748,527
41225,1713,178,-209,517,34226,15021,756,528
41235,1704,-730,-145,-408,34218,15017,747,516
41245,1726,1506,-168,212,34233,15019,753,527
41255,1732,2031,-335,-198,34254,15017,749,524
41265,1724,1129,-286,911,34265,15026,760,527
41275,1746,3272,-469,666,34298,15033,758,529
41285,1720,509,-526,332,34303,15036,755,521
41295,1738,2283,-639,516,34326,15041,757,533
41305,1734,1769,-726,290,34343,15044,755,532
41315,1720,281,-608,-324,34346,15041,749,528
41325,1732,1467,-630,591,34361,15047,758,532
41335,1726,793,-631,762,34369,15055,760,528
41345,1734,1553,-597,824,34384,15063,761,524
41355,1724,476,-532,283,34389,15066,756,530
41365,1728,852,-525,568,34398,15071,759,534
41375,1728,810,-489,740,34406,15079,761,523
41385,1729,869,-508,703,34414,15086,761,529
41395,1751,3025,-519,-31,34445,15086,754,524
41405,1737,1474,-408,1169,34459,15097,766,525
41415,1748,2501,-418,-88,34484,15096,754,529
41425,1751,2675,-315,715,34511,15104,762,533
41435,1746,2042,-354,1279,34532,15116,768,531
41445,1752,2539,-319,816,34557,15124,764,525
41455,1746,1812,-280,275,34575,15127,759,525
41465,1752,2322,-362,761,34598,15135,764,531
41475,1738,806,-273,223,34606,15137,759,527
41485,1752,2166,-318,512,34628,15142,762,533
41495,1769,3757,-412,286,34666,15145,760,538
41505,1754,2069,-458,272,34686,15148,760,535
41515,1745,1066,-416,458,34697,15152,762,535
41525,1767,3212,-513,735,34729,15160,765,527
41535,1756,1952,-524,298,34749,15163,761,528
41545,1762,2454,-434,683,34773,15170,765,528
41555,1754,1532,-382,149,34788,15171,760,533
41565,1761,2155,-312,442,34810,15175,763,530
41575,1756,1547,-192,320,34825,15179,762,533
41585,1770,2870,-206,704,34854,15186,766,530
41595,1766,2326,-152,568,34877,15191,765,533
41605,1768,2410,-149,640,34902,15198,766,528
41615,1768,2289,-114,908,34924,15207,769,531
41625,1770,2375,-176,1463,34948,15222,775,530
41635,1772,2456,-158,489,34973,15226,766,534
41645,1772,2333,-41,665,34996,15233,768,532
41655,1778,2817,-73,-67,35024,15232,761,533
41665,1752,76,5,-564,35025,15227,756,532
41675,1742,-927,265,663,35016,15233,768,529
41685,1740,-1081,433,-469,35005,15229,757,529
41695,1729,-2127,686,-845,34984,15220,753,527
41705,1723,-2620,891,-303,34957,15217,758,527
41715,1715,-3289,1160,-788,34925,15209,753,524
41725,1722,-2425,1319,-1249,34900,15197,748,527
41735,1712,-3303,1593,-1486,34867,15182,745,522
41745,1701,-4238,1865,-1512,34825,15167,744,529
41755,1708,-3326,2053,-836,34792,15158,750,527
41765,1696,-4360,2273,-994,34748,15149,748,518
41775,1696,-4142,2448,-645,34707,15142,751,527
41785,1722,-1335,2424,-812,34693,15134,749,522
41795,1688,-4668,2588,-872,34647,15125,748,525
41805,1704,-2835,2634,-628,34618,15119,750,523
41815,1719,-1193,2387,-397,34606,15115,752,521
41825,1720,-1033,2080,-377,34596,15111,752,522
41835,1719,-1082,1780,-658,34585,15105,749,518
41845,1704,-2528,1524,-625,34560,15098,749,528
